scenario,description,net_proceeds,tax,dividend_loss,sold_names,initial_cash_required,funding_gap,after_allocation_cash,annual_property_cf,annual_cf_delta,acquisition_dscr,acquisition_health,achieves_sale_target,funds_acquisition,score,current_cash,required_buffer,after_transaction_cash,safety_surplus,cash_floor_surplus,months_covered_after,monthly_cf_delta,status,liquidity_score,cfo_comment
税効率優先,含み損・低税負担を優先し、税引後手取りを作る案です。海運株は画面で指定した最大売却比率を守ります。,4000628.365,315471.635,142000.0,セルソース、商船三井、日本郵船、大紀アルミ、電源開発、小松製作所,5320000.0,1319371.6349999998,-1319371.6349999998,2056859.0667430246,1914859.0667430246,1.5764128983012913,有力候補,True,False,50.954874317430246,4856312.0,6200000.0,3536940.365,-2663059.635,1536940.3650000002,5.05277195,159571.58889525206,要改善,-5.304033810474788,"最低現金ラインは超えますが、必要安全資金には不足します。 取得後現金は¥3,536,940、安全資金との差額は¥-2,663,060です。 生活費換算では約5.1か月分です。 月次CF差分はプラス¥159,572です。"
